Date,Price
2023-07-27,2062733976772.442
2023-07-26,2062733976772.442
2023-07-25,2062733976772.442
2023-07-24,2062733976772.442
2023-07-23,2062733976772.442
2023-07-22,2062733976772.442
2023-07-21,2062733976772.442
2023-07-20,2062733976772.442
2023-07-19,2062733976772.442
2023-07-18,2062733976772.442
2023-07-17,2062733976772.442
2023-07-16,2062733976772.442
2023-07-15,2062733976772.442
2023-07-14,2062733976772.442
2023-07-13,2062733976772.442
2023-07-12,2062733976772.442
2023-07-11,2062733976772.442
2023-07-10,2062733976772.442
2023-07-09,2062733976772.442
2023-07-08,2062733976772.442
2023-07-07,2062733976772.442
2023-07-06,2062733976772.442
2023-07-05,2062733976772.442
2023-07-04,2062733976772.442
2023-07-03,2062733976772.442
2023-07-02,2062733976772.442
2023-07-01,2062733976772.442
2023-06-30,2062733976772.442
2023-06-29,2062733976772.442
2023-06-28,2062733976772.442
2023-06-27,2062733976772.442
2023-06-26,2062733976772.442
2023-06-25,2062733976772.442
2023-06-24,2062733976772.442
2023-06-23,2062653483522.7007
2023-06-22,2062574064069.774
2023-06-21,2062500937991.829
2023-06-20,2062424545893.492
2023-06-19,2062331918799.7217
2023-06-18,2062229834464.2007
2023-06-17,2062140209639.178
2023-06-16,2062050292819.928
2023-06-15,2061960304678.962
2023-06-14,2061869600986.9795
2023-06-13,2061785675026.528
2023-06-12,2061674087248.752
2023-06-11,2061591383133.8027
2023-06-10,2061327416333.022
2023-06-09,2061171620536.4
2023-06-08,2061013341914.1133
2023-06-07,2060853544299.4265
2023-06-06,2060764119920.057
2023-06-05,2060444236970.6897
2023-06-04,2060295579094.4663
2023-06-03,2060108480505.6096
2023-06-02,2059948925473.526
2023-06-01,2059803249458.3523
2023-05-31,2059662902295.6128
2023-05-30,2059342396963.1624
2023-05-29,2059187288188.5613
2023-05-28,2059021807328.5967
2023-05-27,2058898413278.7104
2023-05-26,2058645827682.8333
2023-05-25,2058497792664.983
2023-05-24,2058405947779.5027
2023-05-23,2058272098685.495
2023-05-22,2058121691496.6687
2023-05-21,2057963178995.7368
2023-05-20,2057796995722.4763
2023-05-19,2057583315139.0537
2023-05-18,2057379678516.817
2023-05-17,2057195506077.22
2023-05-16,2057002947907.1787
2023-05-15,2056788574532.182
2023-05-14,2056577118253.1035
2023-05-13,2056360911278.75
2023-05-12,2056145935980.129
2023-05-11,2055928880710.288
2023-05-10,2055760398295.5647
2023-05-09,2055578025797.5537
2023-05-08,2055384605598.4363
2023-05-07,2055178896069.736
2023-05-06,2054959312723.784
2023-05-05,2054726558591.3977
2023-05-04,2048049330270.0525
2023-05-03,2048049330270.0525
2023-05-02,2048049330270.0525
2023-05-01,2048049330270.0525
2023-04-30,2048049330270.0525
2023-04-29,2048049330270.0525
2023-04-28,2048049330270.0525
2023-04-27,2048049330270.0525
2023-04-26,2048049330270.0525
2023-04-25,2048049330270.0525
2023-04-24,2048049330270.0525
2023-04-23,2048049330270.0525
2023-04-22,2048049330270.0525
2023-04-21,2048049330270.0525
2023-04-20,2048049330270.0525
2023-04-19,2048049330270.0525
2023-04-18,2048049330270.0525
2023-04-17,2048049330270.0525
2023-04-16,2048049330270.0525
2023-04-15,2048049330270.0525
2023-04-14,2048049330270.0525
2023-04-13,2048049330270.0525
2023-04-12,2048049330270.0525
2023-04-11,2048049330270.0525
2023-04-10,2048049330270.0525
2023-04-09,2048049330270.0525
2023-04-08,2048049330270.0525
2023-04-07,2048049330270.0525
2023-04-06,2048049330270.0525
2023-04-05,2047839142976.146
2023-04-04,2047601588732.1528
2023-04-03,2047470911138.6875
2023-04-02,2047177968963.7769
2023-04-01,2046950236656.0989
2023-03-31,2046684138632.6863
2023-03-30,2046432812559.2524
2023-03-29,2046158272070.9287
2023-03-28,2045851546570.5803
2023-03-27,2045564430302.328
2023-03-26,2045296987908.225
2023-03-25,2044995492951.213
2023-03-24,2044707949406.6565
2023-03-23,2044058529852.7915
2023-03-22,2043402247223.0608
2023-03-21,2042743115569.515
2023-03-20,2042367925167.9329
2023-03-19,2040688064030.0027
2023-03-18,2039479661783.258
2023-03-17,2039224809556.366
2023-03-16,2038704820180.2617
2023-03-15,2038473840553.941
2023-03-14,2038242401252.3188
2023-03-13,2038034558173.358
2023-03-12,2038598423998.786
2023-03-11,2038405841517.314
2023-03-10,2036488560580.2805
2023-03-09,2036241977176.1987
2023-03-08,2035798739761.6787
2023-03-07,2035176412346.0369
2023-03-06,2034373653892.496
2023-03-05,2034119860296.755
2023-03-04,2033548964459.7249
2023-03-03,2032908033670.6377
2023-03-02,2032229581253.504
2023-03-01,2032048576549.0776
2023-02-28,2031876575938.2263
2023-02-27,2031650123565.1133
2023-02-26,2031365140208.3013
2023-02-25,2031145941142.67
2023-02-24,2030903013891.4243
2023-02-23,2030577344326.545
2023-02-22,2030525992603.2903
2023-02-21,2030213766099.9773
2023-02-20,2029543572474.3867
2023-02-19,2028562338021.0225
2023-02-18,2027750644679.4795
2023-02-17,2026583920234.2344
2023-02-16,2026008146997.3823
2023-02-15,2025670003927.232
2023-02-14,2025424138133.5127
2023-02-13,2025187648999.0989
2023-02-12,2023849240305.9155
2023-02-11,2023517097054.1023
2023-02-10,2022833593970.296
2023-02-09,2022022115661.868
2023-02-08,2021172264455.9487
2023-02-07,2020358722526.046
2023-02-06,2020028131599.1829
2023-02-05,2019774449524.785
2023-02-04,2019510423114.993
2023-02-03,2019219218417.8115
2023-02-02,2018963029484.0383
2023-02-01,2018749791014.6045
2023-01-31,2018532061454.629
2023-01-30,2018413247214.2163
2023-01-29,2018312883420.3257
2023-01-28,2018162522240.08
2023-01-27,2017993069736.9863
2023-01-26,2017818384729.6248
2023-01-25,2017597694579.8567
2023-01-24,2017427062326.286
2023-01-23,2017119839246.008
2023-01-22,2016757333152.504
2023-01-21,2016483357017.9795
2023-01-20,2016468797747.213
2023-01-19,2015934754815.6333
2023-01-18,2015921942993.816
2023-01-17,2014959084784.1748
2023-01-16,2014883201875.8125
2023-01-15,2014520078093.666
2023-01-14,2013201914710.352
2023-01-13,2013197884033.22
2023-01-12,2013197816746.3845
2023-01-11,2013187058759.662
2023-01-10,2013185929369.706
2023-01-09,2011899498031.092
2023-01-08,2011887396301.9087
2023-01-07,2011885560980.612
2023-01-06,2011884013694.1787
2023-01-05,2011871646044.483
2023-01-04,2011865491649.9336
2023-01-03,2011793501641.6853
2023-01-02,2011598805222.067
2023-01-01,2011321967252.028
2022-12-31,2010679290093.0977
2022-12-30,2010675537023.444
2022-12-29,2010670099427.016
2022-12-28,2010664972143.46
2022-12-27,2010513032268.6587
2022-12-26,2010031337021.151
2022-12-25,2010026563545.265
2022-12-24,2009535159418.0725
2022-12-23,2009531782089.4893
2022-12-22,2009057869297.54
2022-12-21,2008882486781.8403
2022-12-20,2008690673486.619
2022-12-19,2007974567405.2405
2022-12-18,2007973377831.715
2022-12-17,2007624445252.5847
2022-12-16,2006865544064.4995
2022-12-15,2006570473590.598
2022-12-14,2006085208286.9275
2022-12-13,2005667695299.632
2022-12-12,2005127284108.004
